state,collection_date,Inpatient Beds Occupied Estimated,Percentage of Inpatient Beds Occupied Estimated,Total Inpatient Beds,Inpatient Beds Occupied by COVID-19 Patients Estimated,Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated,Staffed Adult ICU Beds Occupied Estimated,Percentage of Staffed Adult ICU Beds Occupied Estimated,Total Staffed Adult ICU Beds
WV,2020-12-10,"3,877",77.57,"4,998",725,14.51,499,81.8,610
WY,2020-12-10,684,48.2,"1,419",204,14.52,66,51.97,127
CW,2020-12-11,"530,332",74.93,"707,922","112,018",15.89,"67,549",78.91,"85,601"
AL,2020-12-11,"10,996",78.01,"14,096","2,244",15.92,"1,308",91.73,"1,426"
AZ,2020-12-11,"10,995",78.3,"14,043","3,521",25.11,"1,479",70.43,"2,100"
CA,2020-12-11,"48,816",77.36,"63,104","13,334",21.13,"6,290",84.87,"7,412"
CT,2020-12-11,"6,261",76.92,"8,140","1,380",16.95,649,58.63,"1,107"
DC,2020-12-11,"2,480",84.99,"2,918",282,9.66,285,85.07,335
DE,2020-12-11,"1,874",73.2,"2,560",405,15.82,154,85.56,180
GA,2020-12-11,"15,695",82.63,"18,995","3,168",16.68,"2,311",88.04,"2,625"
ID,2020-12-11,"1,864",60.03,"3,105",434,13.98,222,76.82,289
IN,2020-12-11,"11,360",69.3,"16,393","3,123",19.05,"1,684",77.82,"2,164"
KS,2020-12-11,"4,866",61.88,"7,864","1,160",14.75,691,84.89,814
LA,2020-12-11,"9,108",72.11,"12,630","1,377",11.1,"1,422",78.0,"1,823"
MD,2020-12-11,"7,971",83.97,"9,493","1,990",20.96,"1,038",81.73,"1,270"
MI,2020-12-11,"16,058",77.84,"20,630","3,873",18.77,"2,147",83.35,"2,576"
AK,2020-12-11,855,59.58,"1,435",133,9.27,104,76.47,136
AR,2020-12-11,"5,735",75.13,"7,633","1,108",14.52,811,80.54,"1,007"
CO,2020-12-11,"6,996",68.61,"10,197","1,690",16.57,"1,012",68.1,"1,486"
FL,2020-12-11,"41,339",79.73,"51,851","5,172",10.16,"5,151",82.14,"6,271"
HI,2020-12-11,"1,747",70.42,"2,481",77,3.1,152,66.16,229
IA,2020-12-11,"5,015",62.93,"7,969",829,10.54,499,72.32,690
IL,2020-12-11,"20,422",69.72,"29,291","5,167",17.64,"2,541",68.69,"3,699"
KY,2020-12-11,"7,370",61.81,"11,925","1,734",14.54,"1,204",73.8,"1,631"
MA,2020-12-11,"11,994",79.43,"15,100","1,541",10.21,"1,076",73.99,"1,455"
ME,2020-12-11,"1,976",68.87,"2,869",217,7.56,241,75.43,320
MN,2020-12-11,"7,490",75.91,"9,868","1,621",16.43,786,80.29,979
MO,2020-12-11,"11,551",77.28,"14,946","2,586",17.31,"1,547",85.14,"1,817"
MS,2020-12-11,"5,339",66.7,"8,004","1,236",15.44,730,83.68,873
MT,2020-12-11,"1,985",69.5,"2,856",376,13.17,161,73.18,220
NC,2020-12-11,"16,652",77.35,"21,528","2,730",12.75,"2,059",82.29,"2,502"
ND,2020-12-11,"1,483",71.75,"2,067",346,16.74,121,58.45,207
NE,2020-12-11,"3,314",69.52,"4,768",777,16.57,408,71.33,572
NH,2020-12-11,"2,059",74.52,"2,763",278,10.08,194,67.36,288
NJ,2020-12-11,"15,110",76.25,"19,817","3,663",18.48,"1,640",67.71,"2,422"
NM,2020-12-11,"2,878",75.39,"3,817",899,23.55,404,99.02,408
NV,2020-12-11,"6,022",81.09,"7,426","1,859",25.63,775,85.54,906
NY,2020-12-11,"35,246",75.36,"46,770","6,208",13.27,"3,677",63.73,"5,770"
OK,2020-12-11,"6,903",72.93,"9,465","1,634",17.52,983,89.44,"1,099"
PA,2020-12-11,"25,379",78.74,"32,232","6,820",21.4,"3,349",82.5,"4,060"
SC,2020-12-11,"8,048",82.52,"9,753","1,186",12.16,"1,031",80.67,"1,278"
SD,2020-12-11,"1,438",60.91,"2,361",420,17.79,168,68.85,244
TN,2020-12-11,"12,758",77.22,"16,521","2,790",17.39,"1,953",89.06,"2,193"
UT,2020-12-11,"3,134",60.1,"5,215",554,10.61,517,80.53,642
VA,2020-12-11,"11,962",69.95,"17,102","1,999",11.69,"1,431",71.91,"1,990"
VT,2020-12-11,697,59.42,"1,173",26,2.22,62,60.78,102
OH,2020-12-11,"21,020",70.02,"30,022","5,472",18.26,"3,230",78.53,"4,113"
OR,2020-12-11,"4,835",75.21,"6,429",690,10.73,545,70.32,775
RI,2020-12-11,"2,073",88.78,"2,335",513,21.97,140,85.37,164
TX,2020-12-11,"49,840",77.2,"64,666","9,668",14.99,"6,617",90.95,"7,276"
WA,2020-12-11,"8,473",67.71,"12,513","1,120",8.95,939,71.79,"1,308"
WI,2020-12-11,"8,235",66.7,"12,346","1,669",13.82,"1,046",64.92,"1,612"
WV,2020-12-11,"3,918",78.11,"5,016",728,14.51,507,83.11,610
WY,2020-12-11,694,48.87,"1,421",190,13.48,57,44.88,127
CW,2020-12-12,"514,241",72.9,"705,509","111,522",15.88,"66,696",77.96,"85,554"
AL,2020-12-12,"10,570",75.2,"14,055","2,266",16.12,"1,280",89.92,"1,423"
AZ,2020-12-12,"10,810",77.49,"13,950","3,604",25.88,"1,540",73.33,"2,100"
CA,2020-12-12,"47,936",76.5,"62,660","13,850",22.1,"6,334",84.75,"7,474"
CT,2020-12-12,"6,072",74.59,"8,141","1,378",16.93,655,58.85,"1,113"
DC,2020-12-12,"2,400",82.33,"2,915",281,9.64,281,81.92,343
DE,2020-12-12,"1,777",69.77,"2,547",408,16.02,153,85.0,180
GA,2020-12-12,"15,364",80.8,"19,016","3,161",16.62,"2,297",87.37,"2,629"
ID,2020-12-12,"1,819",58.56,"3,106",452,14.55,211,72.76,290
IN,2020-12-12,"11,268",68.52,"16,445","3,083",18.75,"1,679",77.55,"2,165"
KS,2020-12-12,"4,725",60.55,"7,804","1,163",14.9,666,81.62,816
LA,2020-12-12,"8,799",69.63,"12,636","1,346",10.85,"1,332",75.25,"1,770"
MD,2020-12-12,"7,771",81.14,"9,577","1,929",20.14,"1,017",81.29,"1,251"
MI,2020-12-12,"15,462",75.3,"20,534","3,672",17.88,"2,182",83.68,"2,607"
AK,2020-12-12,854,59.76,"1,429",129,9.03,93,72.66,128
AR,2020-12-12,"5,520",72.41,"7,623","1,123",14.73,811,80.46,"1,008"
CO,2020-12-12,"6,839",66.97,"10,212","1,643",16.09,"1,022",68.18,"1,499"
FL,2020-12-12,"40,102",77.68,"51,623","5,147",10.15,"5,063",80.7,"6,274"
HI,2020-12-12,"1,698",68.59,"2,476",79,3.18,150,65.94,228
IA,2020-12-12,"4,785",59.93,"7,984",758,9.62,488,70.83,689
IL,2020-12-12,"19,958",68.29,"29,225","5,129",17.55,"2,511",67.79,"3,704"
KY,2020-12-12,"7,213",59.81,"12,059","1,734",14.38,"1,193",72.39,"1,648"
MA,2020-12-12,"11,662",77.47,"15,053","1,555",10.33,"1,065",73.2,"1,455"
ME,2020-12-12,"1,885",65.61,"2,873",216,7.52,229,71.79,319
MN,2020-12-12,"7,176",73.23,"9,799","1,507",15.38,774,80.04,967
MO,2020-12-12,"11,094",75.39,"14,716","2,499",16.98,"1,534",83.96,"1,827"
MS,2020-12-12,"5,101",64.37,"7,924","1,256",15.85,705,81.98,860
MT,2020-12-12,"1,850",65.42,"2,828",358,12.66,167,74.89,223
NC,2020-12-12,"16,197",75.75,"21,382","2,704",12.72,"2,050",82.3,"2,491"
ND,2020-12-12,"1,501",73.4,"2,045",341,16.67,122,59.22,206
NE,2020-12-12,"3,206",66.53,"4,818",728,15.37,395,69.66,567
NH,2020-12-12,"1,934",69.79,"2,771",257,9.27,185,64.01,289
NJ,2020-12-12,"14,512",73.73,"19,684","3,717",18.88,"1,603",65.7,"2,440"
NM,2020-12-12,"2,738",71.62,"3,823",815,21.32,415,101.72,408
NV,2020-12-12,"6,069",81.61,"7,437","1,893",26.06,812,89.23,910
NY,2020-12-12,"33,669",71.76,"46,917","6,278",13.38,"3,476",60.39,"5,757"
OK,2020-12-12,"6,529",69.19,"9,436","1,606",17.27,957,87.72,"1,091"
PA,2020-12-12,"24,557",76.64,"32,042","6,638",20.94,"3,269",81.19,"4,026"
SC,2020-12-12,"7,661",78.99,"9,699","1,215",12.53,"1,017",80.4,"1,265"
SD,2020-12-12,"1,400",58.9,"2,377",408,17.16,161,66.26,243
TN,2020-12-12,"12,325",74.5,"16,543","2,773",17.3,"1,879",87.07,"2,158"
UT,2020-12-12,"3,087",59.13,"5,221",552,10.56,521,79.3,657
VA,2020-12-12,"11,455",67.05,"17,085","2,074",12.14,"1,401",70.61,"1,984"
VT,2020-12-12,695,59.15,"1,175",23,1.96,61,58.65,104
OH,2020-12-12,"20,224",67.58,"29,924","5,254",17.59,"3,151",77.36,"4,073"
OR,2020-12-12,"4,772",74.93,"6,369",669,10.5,537,68.76,781
RI,2020-12-12,"2,028",86.15,"2,354",504,21.41,146,90.12,162
TX,2020-12-12,"48,397",75.89,"63,888","9,715",15.24,"6,571",90.16,"7,288"
WA,2020-12-12,"8,342",66.61,"12,524","1,109",8.85,946,71.83,"1,317"
WI,2020-12-12,"7,951",64.52,"12,324","1,572",13.04,"1,041",64.62,"1,611"
WV,2020-12-12,"3,848",76.35,"5,040",755,14.98,495,81.15,610
WY,2020-12-12,634,44.62,"1,421",196,13.9,54,42.52,127
CW,2020-12-13,"501,801",71.51,"701,828","113,592",16.26,"65,519",76.89,"85,210"
AL,2020-12-13,"10,350",73.96,"13,995","2,370",16.94,"1,266",88.25,"1,434"
AZ,2020-12-13,"10,460",75.48,"13,859","3,694",26.69,"1,481",71.05,"2,084"
CA,2020-12-13,"47,412",76.0,"62,385","14,474",23.2,"6,314",84.23,"7,496"
CT,2020-12-13,"5,945",73.12,"8,131","1,428",17.56,645,57.9,"1,114"
DC,2020-12-13,"2,430",84.23,"2,885",294,10.19,278,81.52,341
DE,2020-12-13,"1,715",67.71,"2,533",413,16.3,151,84.83,178
GA,2020-12-13,"15,041",79.53,"18,912","3,240",17.13,"2,303",88.14,"2,613"
ID,2020-12-13,"1,724",55.52,"3,105",440,14.15,216,73.72,293
IN,2020-12-13,"10,920",66.5,"16,422","3,030",18.45,"1,638",76.15,"2,151"
KS,2020-12-13,"4,582",58.75,"7,799","1,125",14.42,643,79.19,812
LA,2020-12-13,"8,544",67.74,"12,613","1,353",10.92,"1,338",75.47,"1,773"
MD,2020-12-13,"7,733",80.83,"9,567","2,046",21.39,988,79.87,"1,237"
MI,2020-12-13,"15,240",74.49,"20,460","3,732",18.24,"2,128",82.71,"2,573"
AK,2020-12-13,834,58.49,"1,426",131,9.19,96,73.28,131
AR,2020-12-13,"5,239",69.35,"7,554","1,083",14.34,801,79.62,"1,006"
CO,2020-12-13,"6,658",65.12,"10,225","1,637",16.01,"1,022",68.45,"1,493"
FL,2020-12-13,"39,160",76.3,"51,325","5,286",10.49,"4,988",79.59,"6,267"
HI,2020-12-13,"1,674",67.65,"2,474",73,2.96,147,65.48,224
IA,2020-12-13,"4,510",56.5,"7,982",765,9.71,458,66.67,687
IL,2020-12-13,"19,482",67.79,"28,739","5,056",17.59,"2,409",68.65,"3,509"
KY,2020-12-13,"7,157",59.36,"12,057","1,732",14.37,"1,196",72.54,"1,648"
MA,2020-12-13,"11,329",75.68,"14,969","1,632",10.9,"1,014",70.12,"1,446"
ME,2020-12-13,"1,869",65.4,"2,858",230,8.05,239,73.99,323
MN,2020-12-13,"6,641",68.96,"9,630","1,491",15.48,730,75.88,962
MO,2020-12-13,"10,690",74.0,"14,445","2,461",17.04,"1,523",83.32,"1,828"
MS,2020-12-13,"4,934",62.25,"7,925","1,262",15.92,694,82.19,845
MT,2020-12-13,"1,794",63.68,"2,817",350,12.42,149,66.22,225
NC,2020-12-13,"15,927",74.53,"21,370","2,769",13.03,"2,007",80.34,"2,498"
ND,2020-12-13,"1,400",68.03,"2,058",338,16.4,113,54.85,206
NE,2020-12-13,"3,005",63.26,"4,750",702,15.03,379,67.32,563
NH,2020-12-13,"1,881",67.91,"2,770",260,9.39,168,59.57,282
NJ,2020-12-13,"14,298",72.93,"19,606","3,744",19.1,"1,590",65.24,"2,437"
NM,2020-12-13,"2,734",81.94,"3,337",823,24.66,363,88.54,410
NV,2020-12-13,"5,976",80.68,"7,407","2,010",27.79,791,85.79,922
NY,2020-12-13,"33,394",70.21,"47,561","6,504",13.68,"3,432",59.38,"5,780"
OK,2020-12-13,"6,352",67.63,"9,392","1,608",17.38,974,88.47,"1,101"
PA,2020-12-13,"24,106",75.35,"31,992","6,766",21.38,"3,275",81.14,"4,037"
SC,2020-12-13,"7,439",77.64,"9,581","1,259",13.14,970,77.72,"1,248"
SD,2020-12-13,"1,348",56.9,"2,368",407,17.19,157,65.15,241
TN,2020-12-13,"12,038",73.17,"16,451","2,852",17.87,"1,826",85.17,"2,144"
UT,2020-12-13,"2,941",56.32,"5,222",577,11.05,482,74.81,645
VA,2020-12-13,"11,075",64.93,"17,056","2,174",12.74,"1,381",69.75,"1,980"
VT,2020-12-13,685,58.3,"1,175",24,2.04,64,61.54,104
OH,2020-12-13,"19,894",67.45,"29,493","5,348",18.17,"3,074",75.9,"4,050"
OR,2020-12-13,"4,578",70.65,"6,480",633,9.77,509,66.19,769
RI,2020-12-13,"1,962",83.74,"2,343",495,21.13,140,84.85,165
TX,2020-12-13,"46,472",73.81,"63,080","9,760",15.51,"6,451",88.93,"7,254"
WA,2020-12-13,"8,155",65.62,"12,427","1,138",9.16,970,72.23,"1,343"
WI,2020-12-13,"7,719",62.45,"12,360","1,621",13.41,999,62.32,"1,603"
WV,2020-12-13,"3,742",74.29,"5,037",770,15.29,494,81.25,608
WY,2020-12-13,614,43.2,"1,420",183,12.99,55,43.31,127
CW,2020-12-14,"506,731",72.07,"703,266","116,361",16.62,"65,698",77.3,"84,992"
AL,2020-12-14,"10,616",75.7,"14,023","2,421",17.26,"1,290",90.4,"1,427"
AZ,2020-12-14,"10,383",75.16,"13,814","3,721",26.98,"1,506",71.56,"2,105"
CA,2020-12-14,"47,496",76.9,"61,762","15,044",24.36,"6,347",84.56,"7,506"
CT,2020-12-14,"5,774",71.04,"8,128","1,430",17.59,624,56.01,"1,114"
DC,2020-12-14,"2,331",80.55,"2,894",307,10.61,283,86.54,327
DE,2020-12-14,"1,721",67.57,"2,547",429,16.84,158,87.29,181
GA,2020-12-14,"15,427",81.62,"18,900","3,368",17.82,"2,296",87.19,"2,634"
ID,2020-12-14,"1,797",57.86,"3,106",453,14.58,234,79.32,295
IN,2020-12-14,"10,768",66.4,"16,217","3,190",19.67,"1,640",76.22,"2,151"
KS,2020-12-14,"4,467",57.27,"7,800","1,144",14.66,644,80.3,802
LA,2020-12-14,"8,634",68.28,"12,645","1,394",11.23,"1,350",75.8,"1,781"
MD,2020-12-14,"7,803",82.78,"9,426","2,062",21.88,"1,026",81.69,"1,256"
MI,2020-12-14,"15,326",75.11,"20,405","3,777",18.51,"2,143",83.0,"2,582"
AK,2020-12-14,813,56.81,"1,431",133,9.29,92,70.77,130
AR,2020-12-14,"5,242",69.36,"7,557","1,115",14.75,814,80.07,"1,016"
CO,2020-12-14,"6,590",64.45,"10,225","1,597",15.62,"1,012",66.75,"1,516"
FL,2020-12-14,"40,052",77.85,"51,448","5,499",10.89,"5,017",80.03,"6,269"
HI,2020-12-14,"1,675",67.43,"2,484",83,3.34,153,67.4,227
IA,2020-12-14,"4,653",58.37,"7,972",792,10.07,466,67.73,688
IL,2020-12-14,"19,665",68.18,"28,841","5,038",17.47,"2,367",67.76,"3,493"
KY,2020-12-14,"7,188",59.61,"12,058","1,806",14.98,"1,175",71.32,"1,648"
MA,2020-12-14,"11,316",75.37,"15,014","1,678",11.18,"1,007",69.74,"1,444"
ME,2020-12-14,"1,892",66.22,"2,857",240,8.4,228,70.59,323
MN,2020-12-14,"6,808",71.17,"9,566","1,470",15.36,746,78.28,953
MO,2020-12-14,"10,779",73.86,"14,593","2,472",16.94,"1,496",82.29,"1,818"
MS,2020-12-14,"5,185",65.34,"7,935","1,299",16.37,704,84.41,834
MT,2020-12-14,"1,804",64.03,"2,818",352,12.49,147,65.33,225
NC,2020-12-14,"16,232",75.69,"21,446","2,875",13.48,"2,029",81.75,"2,482"
ND,2020-12-14,"1,392",68.26,"2,040",342,16.74,116,56.86,204
NE,2020-12-14,"3,122",65.04,"4,801",706,14.95,388,68.64,566
NH,2020-12-14,"1,859",67.11,"2,770",276,9.98,163,58.21,280
NJ,2020-12-14,"14,462",74.02,"19,539","3,811",19.5,"1,598",65.09,"2,455"
NM,2020-12-14,"2,798",77.26,"3,622",814,22.46,384,93.78,410
NV,2020-12-14,"5,881",79.54,"7,394","1,972",27.3,818,88.72,922
NY,2020-12-14,"33,938",68.98,"49,199","6,792",13.81,"3,458",60.76,"5,691"
OK,2020-12-14,"6,548",69.38,"9,438","1,666",17.91,982,89.52,"1,097"
PA,2020-12-14,"24,485",76.43,"32,035","6,884",21.72,"3,251",81.39,"3,994"
SC,2020-12-14,"7,652",79.17,"9,665","1,379",14.27,"1,009",80.14,"1,259"
SD,2020-12-14,"1,387",59.07,"2,348",414,17.63,160,66.67,240
TN,2020-12-14,"12,272",74.38,"16,498","2,910",18.19,"1,826",85.33,"2,140"
UT,2020-12-14,"2,866",54.89,"5,222",574,10.99,488,76.25,640
VA,2020-12-14,"11,591",67.85,"17,083","2,200",12.88,"1,404",70.84,"1,982"
VT,2020-12-14,677,57.62,"1,175",25,2.13,59,56.73,104
OH,2020-12-14,"20,055",67.8,"29,579","5,452",18.47,"3,122",76.54,"4,079"
OR,2020-12-14,"4,572",71.8,"6,368",647,10.16,505,66.19,763
RI,2020-12-14,"2,037",87.35,"2,332",506,21.7,137,85.62,160
TX,2020-12-14,"46,422",73.74,"63,079","10,025",15.93,"6,352",89.31,"7,112"
WA,2020-12-14,"8,103",65.3,"12,409","1,144",9.22,935,70.25,"1,331"
WI,2020-12-14,"7,827",63.47,"12,331","1,671",13.85,"1,003",62.65,"1,601"
WV,2020-12-14,"3,740",74.69,"5,007",783,15.64,493,81.09,608
WY,2020-12-14,606,42.68,"1,420",180,12.81,52,40.94,127
CW,2020-12-15,"527,864",74.59,"707,766","118,196",16.77,"67,560",78.86,"85,666"
AL,2020-12-15,"11,001",78.05,"14,095","2,429",17.23,"1,316",91.77,"1,434"
AZ,2020-12-15,"10,831",77.76,"13,928","3,816",27.44,"1,519",71.25,"2,132"
CA,2020-12-15,"49,178",78.5,"62,643","15,824",25.26,"6,589",86.2,"7,644"
CT,2020-12-15,"6,024",75.28,"8,002","1,423",17.78,652,59.27,"1,100"
DC,2020-12-15,"2,386",81.27,"2,936",298,10.15,289,85.0,340
DE,2020-12-15,"1,819",70.78,"2,570",441,17.16,151,82.97,182
GA,2020-12-15,"15,802",83.41,"18,944","3,492",18.43,"2,316",87.69,"2,641"
ID,2020-12-15,"1,862",59.83,"3,112",449,14.43,235,79.12,297
IN,2020-12-15,"11,556",70.21,"16,459","3,157",19.18,"1,697",79.75,"2,128"
KS,2020-12-15,"4,757",60.65,"7,843","1,152",14.69,650,80.65,806
LA,2020-12-15,"8,971",70.57,"12,713","1,360",10.89,"1,363",76.19,"1,789"
MD,2020-12-15,"7,962",83.11,"9,580","2,003",20.91,"1,023",80.17,"1,276"
MI,2020-12-15,"15,846",77.13,"20,546","3,645",17.74,"2,191",82.8,"2,646"
AK,2020-12-15,840,58.7,"1,431",136,9.5,97,74.62,130
AR,2020-12-15,"5,456",71.74,"7,606","1,142",15.01,809,79.63,"1,016"
CO,2020-12-15,"6,922",67.68,"10,228","1,588",15.53,"1,037",68.22,"1,520"
FL,2020-12-15,"42,225",81.23,"51,979","5,773",11.31,"5,220",82.98,"6,290"
HI,2020-12-15,"1,717",69.23,"2,480",82,3.31,147,65.04,226
IA,2020-12-15,"4,917",61.6,"7,982",780,9.91,495,71.58,692
IL,2020-12-15,"20,481",70.97,"28,858","4,974",17.24,"2,433",69.36,"3,508"
KY,2020-12-15,"7,420",61.54,"12,058","1,802",14.94,"1,161",70.43,"1,648"
MA,2020-12-15,"11,778",77.63,"15,172","1,712",11.28,"1,062",72.74,"1,460"
ME,2020-12-15,"1,981",69.53,"2,849",229,8.04,228,70.81,322
MN,2020-12-15,"7,126",73.55,"9,689","1,465",15.12,765,79.69,960
MO,2020-12-15,"11,335",76.48,"14,820","2,556",17.25,"1,527",83.44,"1,830"
MS,2020-12-15,"5,331",66.27,"8,044","1,296",16.11,724,85.68,845
MT,2020-12-15,"1,847",65.2,"2,833",324,11.45,150,67.26,223
NC,2020-12-15,"16,862",78.96,"21,355","2,978",14.03,"2,096",83.84,"2,500"
ND,2020-12-15,"1,423",69.96,"2,034",338,16.59,118,57.0,207
NE,2020-12-15,"3,268",68.15,"4,795",706,14.97,416,72.47,574
NH,2020-12-15,"1,974",71.26,"2,770",308,11.12,179,63.93,280
NJ,2020-12-15,"15,015",75.97,"19,764","3,770",19.08,"1,647",67.31,"2,447"
NM,2020-12-15,"2,840",74.22,"3,827",794,20.75,422,98.37,429
NV,2020-12-15,"5,990",81.15,"7,381","1,982",27.49,821,88.66,926
NY,2020-12-15,"35,266",69.64,"50,642","6,896",13.62,"3,529",61.34,"5,754"
OK,2020-12-15,"6,755",71.46,"9,453","1,683",18.07,978,88.99,"1,099"
PA,2020-12-15,"25,405",78.9,"32,201","7,093",22.27,"3,340",83.15,"4,017"
SC,2020-12-15,"8,118",83.62,"9,708","1,474",15.18,"1,037",81.78,"1,268"
SD,2020-12-15,"1,432",60.94,"2,350",391,16.64,172,71.67,240
TN,2020-12-15,"12,649",76.75,"16,481","2,970",18.58,"1,875",87.49,"2,143"
UT,2020-12-15,"3,118",59.73,"5,220",560,10.73,508,79.25,641
VA,2020-12-15,"12,046",73.69,"16,347","2,234",13.67,"1,460",73.92,"1,975"
VT,2020-12-15,738,62.81,"1,175",26,2.21,69,66.35,104
OH,2020-12-15,"21,104",73.72,"28,627","5,618",19.67,"3,244",79.07,"4,102"
OR,2020-12-15,"4,732",73.91,"6,402",668,10.43,545,69.96,779
RI,2020-12-15,"2,075",88.34,"2,349",529,22.52,150,89.29,168
TX,2020-12-15,"48,534",75.65,"64,276","10,062",15.69,"6,537",89.89,"7,272"
WA,2020-12-15,"8,477",68.21,"12,428","1,147",9.23,970,73.82,"1,314"
WI,2020-12-15,"8,196",66.43,"12,337","1,642",13.61,"1,040",64.71,"1,608"
WV,2020-12-15,"3,823",76.13,"5,022",802,15.97,505,83.06,608
WY,2020-12-15,652,45.85,"1,422",177,12.54,57,44.88,127
CW,2020-12-16,"533,915",75.2,"710,101","118,304",16.73,"67,959",79.03,"85,990"
AL,2020-12-16,"11,052",78.51,"14,077","2,458",17.46,"1,330",92.23,"1,442"
AZ,2020-12-16,"10,969",78.33,"14,003","3,880",27.75,"1,596",74.34,"2,147"
CA,2020-12-16,"49,580",78.16,"63,434","16,310",25.71,"6,587",86.19,"7,642"
CT,2020-12-16,"6,082",75.92,"8,011","1,424",17.78,596,54.38,"1,096"
DC,2020-12-16,"2,421",82.46,"2,936",315,10.73,300,86.71,346
DE,2020-12-16,"1,824",71.19,"2,562",445,17.37,152,83.98,181
GA,2020-12-16,"16,044",84.46,"18,997","3,558",18.73,"2,367",89.19,"2,654"
ID,2020-12-16,"1,906",60.78,"3,136",450,14.33,234,79.76,294
IN,2020-12-16,"11,673",70.93,"16,458","3,108",18.88,"1,706",79.88,"2,135"
KS,2020-12-16,"4,805",61.19,"7,853","1,123",14.3,660,81.99,805
LA,2020-12-16,"9,194",72.01,"12,767","1,374",10.95,"1,417",77.43,"1,830"
MD,2020-12-16,"7,962",83.8,"9,501","1,939",20.41,"1,019",80.62,"1,264"
MI,2020-12-16,"16,025",77.17,"20,767","3,532",17.01,"2,160",82.35,"2,623"
AK,2020-12-16,857,59.76,"1,434",131,9.14,94,72.31,130
AR,2020-12-16,"5,625",73.0,"7,705","1,153",14.96,828,80.62,"1,027"
CO,2020-12-16,"6,948",68.14,"10,196","1,588",15.57,980,64.43,"1,521"
FL,2020-12-16,"43,014",82.39,"52,208","5,789",11.29,"5,284",83.9,"6,298"
HI,2020-12-16,"1,736",69.83,"2,486",75,3.03,153,67.7,226
IA,2020-12-16,"5,059",64.55,"7,837",755,9.76,494,71.59,690
IL,2020-12-16,"20,656",71.58,"28,859","4,856",16.83,"2,458",69.91,"3,516"
KY,2020-12-16,"7,496",62.17,"12,056","1,761",14.61,"1,213",73.6,"1,648"
MA,2020-12-16,"11,796",77.84,"15,154","1,686",11.13,"1,061",72.28,"1,468"
ME,2020-12-16,"2,041",71.66,"2,848",230,8.08,225,70.09,321
MN,2020-12-16,"7,221",73.7,"9,798","1,409",14.38,761,78.53,969
MO,2020-12-16,"11,649",77.84,"14,965","2,632",17.59,"1,549",84.78,"1,827"
MS,2020-12-16,"5,306",66.19,"8,016","1,302",16.24,738,86.21,856
MT,2020-12-16,"1,902",67.18,"2,831",325,11.48,162,72.65,223
NC,2020-12-16,"17,112",79.55,"21,511","3,029",14.16,"2,102",83.12,"2,529"
ND,2020-12-16,"1,488",72.09,"2,064",317,15.36,123,59.71,206
NE,2020-12-16,"3,354",69.35,"4,836",668,14.03,414,71.75,577
NH,2020-12-16,"2,019",72.89,"2,770",322,11.64,178,63.8,279
NJ,2020-12-16,"14,980",76.09,"19,686","3,761",19.1,"1,631",66.65,"2,447"
NM,2020-12-16,"2,946",77.11,"3,820",792,20.72,440,101.38,434
NV,2020-12-16,"6,034",81.76,"7,380","1,958",27.16,823,88.12,934
NY,2020-12-16,"35,338",70.15,"50,377","6,906",13.71,"3,535",61.33,"5,764"
OK,2020-12-16,"6,974",73.9,"9,438","1,713",18.43,984,89.37,"1,101"
PA,2020-12-16,"25,216",78.34,"32,189","6,997",21.97,"3,360",83.15,"4,041"
SC,2020-12-16,"8,154",83.99,"9,708","1,386",14.28,"1,024",81.01,"1,264"
SD,2020-12-16,"1,508",64.06,"2,354",377,16.02,178,73.25,243
TN,2020-12-16,"12,709",77.28,"16,446","3,046",19.1,"1,898",88.24,"2,151"
UT,2020-12-16,"3,205",61.42,"5,218",558,10.69,456,73.31,622
VA,2020-12-16,"11,993",73.37,"16,347","2,249",13.76,"1,470",74.39,"1,976"
VT,2020-12-16,732,62.3,"1,175",31,2.64,68,65.38,104
OH,2020-12-16,"21,131",73.45,"28,768","5,492",19.13,"3,190",77.75,"4,103"
OR,2020-12-16,"4,944",74.29,"6,655",672,10.1,546,68.94,792
RI,2020-12-16,"2,119",89.48,"2,368",520,21.96,146,89.02,164
TX,2020-12-16,"49,497",76.36,"64,927","10,156",15.68,"6,664",90.26,"7,383"
WA,2020-12-16,"8,699",69.7,"12,481","1,193",9.56,988,72.97,"1,354"
WI,2020-12-16,"8,377",68.39,"12,248","1,569",13.1,"1,042",64.83,"1,608"
WV,2020-12-16,"3,873",77.18,"5,018",806,16.05,508,83.55,608
WY,2020-12-16,672,47.22,"1,422",178,12.62,66,51.97,127
CW,2020-12-17,"532,613",74.82,"711,966","117,740",16.61,"67,995",78.88,"86,198"
AL,2020-12-17,"11,010",78.13,"14,093","2,509",17.8,"1,308",90.61,"1,443"
AZ,2020-12-17,"11,148",79.11,"14,092","3,890",27.65,"1,593",73.82,"2,158"
CA,2020-12-17,"49,843",78.7,"63,335","16,822",26.56,"6,742",86.42,"7,801"
CT,2020-12-17,"6,038",75.35,"8,013","1,369",17.08,666,60.49,"1,101"
DC,2020-12-17,"2,418",82.5,"2,931",309,10.54,296,86.05,344
DE,2020-12-17,"1,833",71.63,"2,559",451,17.62,167,86.53,193
GA,2020-12-17,"15,998",84.22,"18,995","3,617",19.04,"2,370",89.47,"2,649"
ID,2020-12-17,"1,874",59.78,"3,135",447,14.26,245,83.62,293
